departamento,NRO.,MUNICIPIO,ENTIDAD,DIRECCIÓN,query_address,country,admin_area,lon,lat
COCHABAMBA ,37,COCHABAMBA,Cooperativa de Ahorro y Crédito Societaria Cristo Rey Ltda.,Calle Eduardo Chavez Esq. Calle Innominada (Plaza Principal 27 de Mayo - Municipio El Paso - Cochabamba),Calle Eduardo Chavez Esq. Calle Innominada (Plaza Principal 27 de Mayo - Municipio El Paso - Cochabamba) COCHABAMBA,BO,COCHABAMBA ,-66.2647238,-17.3351923
COCHABAMBA ,38,COCHABAMBA,"Cooperativa de Ahorro y Crédito Abierta ""San Joaquin"" R.L.",Av. De La Patria # 1961,Av. De La Patria # 1961 COCHABAMBA,BO,COCHABAMBA ,NA,NA
COCHABAMBA ,39,COCHABAMBA,Cooperativa de Ahorro y Crédito Abierta Loyola Ltda.,CALLE ANTEZANA # 0397 ESQ. JORDAN,CALLE ANTEZANA # 0397 ESQ. JORDAN COCHABAMBA,BO,COCHABAMBA ,NA,NA
COCHABAMBA ,40,COCHABAMBA,Cooperativa de Ahorro y Crédito Abierta Pío X Ltda.,Av. Manco Kapac  No. 924,Av. Manco Kapac  No. 924 COCHABAMBA,BO,COCHABAMBA ,-66.1667356,-17.4039954
COCHABAMBA ,41,COCHABAMBA,Cooperativa de Ahorro y Crédito Abierta Pío X Ltda.,Calle  Junin  No. O 155 (Sacaba),Calle  Junin  No. O 155 (Sacaba) COCHABAMBA,BO,COCHABAMBA ,-66.042878,-17.4025242
COCHABAMBA ,42,COCHABAMBA,Cooperativa de Ahorro y Crédito Abierta Pío X Ltda.,AV. SANTA BARABARA  S/N,AV. SANTA BARABARA  S/N COCHABAMBA,BO,COCHABAMBA ,-66.1560411,-17.4291986
COCHABAMBA ,43,COCHABAMBA,Cooperativa de Ahorro y Crédito Abierta San Antonio R.L.,Avenida Ayacucho esquina Jordan No. 6635,Avenida Ayacucho esquina Jordan No. 6635 COCHABAMBA,BO,COCHABAMBA ,-66.1582866,-17.3956917
COCHABAMBA ,44,COCHABAMBA,CIDRE IFD,"AV. ANICETO ARCE Nº 580, ZONA MUYURINA - ATENDERÁ DE 7:00 A 12:00","AV. ANICETO ARCE Nº 580, ZONA MUYURINA - ATENDERÁ DE 7:00 A 12:00 COCHABAMBA",BO,COCHABAMBA ,-66.1463474,-17.3846037
COCHABAMBA ,45,COCHABAMBA,CIDRE IFD,"AV. VICTOR USTARIZ Nº 2154, ZONA LA CHIMBA - ATENDERÁ DE 7:00 A 12:00","AV. VICTOR USTARIZ Nº 2154, ZONA LA CHIMBA - ATENDERÁ DE 7:00 A 12:00 COCHABAMBA",BO,COCHABAMBA ,-66.1795301,-17.3962753
COCHABAMBA ,46,COCHABAMBA,IDEPRO IFD,Av. Heroínas Nro. 444 (entre Tumusla y Falsuri),Av. Heroínas Nro. 444 (entre Tumusla y Falsuri) COCHABAMBA,BO,COCHABAMBA ,-66.16320069999999,-17.3932967
COCHABAMBA ,47,COCHABAMBA,Sembrar Sartawi IFD,Av. Blanco Galindo # 1158 entre Av. Perú y c. San Alberto,Av. Blanco Galindo # 1158 entre Av. Perú y c. San Alberto COCHABAMBA,BO,COCHABAMBA ,NA,NA
COCHABAMBA ,48,COCHABAMBA,FUBODE IFD,Calle Jose de la Reza No 292 Esq. Espana,Calle Jose de la Reza No 292 Esq. Espana COCHABAMBA,BO,COCHABAMBA ,-66.15818519999999,-17.3870921
COCHABAMBA ,49,COCHABAMBA,FUBODE IFD,Av. Panamericana No 2314 Esq. Calle Manuela Rodriguez,Av. Panamericana No 2314 Esq. Calle Manuela Rodriguez COCHABAMBA,BO,COCHABAMBA ,-66.1572161,-17.4170153
COCHABAMBA ,50,COCHABAMBA,Banco PYME Ecofuturo S.A.,Calle Nataniel Aguirre N° 501 esq. Calama - Zona Central,Calle Nataniel Aguirre N° 501 esq. Calama - Zona Central COCHABAMBA,BO,COCHABAMBA ,-66.1568266,-17.3977166
COCHABAMBA ,51,COCHABAMBA,La Primera Entidad Financiera de Vivienda,CALLE NATANIEL AGUIRRE N.-519 (ENTRE CALLES CABRERA Y CALAMA),CALLE NATANIEL AGUIRRE N.-519 (ENTRE CALLES CABRERA Y CALAMA) COCHABAMBA,BO,COCHABAMBA ,-66.15487279999999,-17.3961638
COCHABAMBA ,52,COCHABAMBA,La Promotora Entidad Financiera de Vivienda,Calle España Esquina Heroinas S - 0111,Calle España Esquina Heroinas S - 0111 COCHABAMBA,BO,COCHABAMBA ,-66.1592003,-17.3926001
COCHABAMBA ,53,COCHABAMBA,Banco Unión S.A.,AV. CAP. USTARIZ KM 7 1/2 zONA lA fLORIDA,AV. CAP. USTARIZ KM 7 1/2 zONA lA fLORIDA COCHABAMBA,BO,COCHABAMBA ,-66.0773768,-17.3878993
COCHABAMBA ,54,COCHABAMBA,Banco Unión S.A.,Av. Killman s/n casi Av. Ingavi,Av. Killman s/n casi Av. Ingavi COCHABAMBA,BO,COCHABAMBA ,-66.1693585,-17.4101572
COCHABAMBA ,55,COCHABAMBA,Fundación Pro Mujer IFD,"Av. Aniceto Arce N° 608, Zona Muyurina","Av. Aniceto Arce N° 608, Zona Muyurina COCHABAMBA",BO,COCHABAMBA ,-66.14628569999999,-17.3841981
COCHABAMBA ,56,COCHABAMBA,Cooperativa de Ahorro y Crédito Societaria Cantera Ltda.,PLAZA 24 DE SEPTIEMBRE S/N ACERA NORTE  IRPA IRPA - CAPINOTA - COCHABAMBA,PLAZA 24 DE SEPTIEMBRE S/N ACERA NORTE  IRPA IRPA - CAPINOTA - COCHABAMBA COCHABAMBA,BO,COCHABAMBA ,-66.2865767,-17.721922
COCHABAMBA ,57,COCHABAMBA,Cooperativa de Ahorro y Crédito Societaria Hospicio Ltda.,Calle Jose Ballivian s/n entre Gral. Pando y Av. Blanco Galindo Plaza Bolivar Acera Oeste,Calle Jose Ballivian s/n entre Gral. Pando y Av. Blanco Galindo Plaza Bolivar Acera Oeste COCHABAMBA,BO,COCHABAMBA ,-66.194765,-17.3928028
COCHABAMBA ,58,COCHABAMBA,Cooperativa de Ahorro y Crédito Societaria Sarco Ltda.,Av. America N 1386 esquina Lola taborga,Av. America N 1386 esquina Lola taborga COCHABAMBA,BO,COCHABAMBA ,-66.1772087,-17.3740909
COCHABAMBA ,59,COCHABAMBA,Cooperativa de Ahorro y Crédito Societaria Cooprole Ltda.,Av. Manco Kapac Nro 731,Av. Manco Kapac Nro 731 COCHABAMBA,BO,COCHABAMBA ,-66.1663368,-17.4008243
COCHABAMBA ,60,COCHABAMBA,Cooperativa de Ahorro y Crédito Societaria Cooprole Ltda.,"CANTON:PUCARA 
ZONA: PUCARA GRANDE 
UBICACIÓN:AV. PANAMERICANA ESQ COLEGIO SAN ANTONIO","CANTON:PUCARA 
ZONA: PUCARA GRANDE 
UBICACIÓN:AV. PANAMERICANA ESQ COLEGIO SAN ANTONIO COCHABAMBA",BO,COCHABAMBA ,-66.1666524,-17.454664
COCHABAMBA ,61,COCHABAMBA,Cooperativa de Ahorro y Crédito Societaria Cooprole Ltda.,"CANTON:ITOCTA 
ZONA: 1 DE MAYO 
UBICACIÓN:FRENTE AL MERCADO CENTRAL BARTOLINA SISA
CALLE:Paralela calle DIAMANTE","CANTON:ITOCTA 
ZONA: 1 DE MAYO 
UBICACIÓN:FRENTE AL MERCADO CENTRAL BARTOLINA SISA
CALLE:Paralela calle DIAMANTE COCHABAMBA",BO,COCHABAMBA ,-66.2069811,-17.4681115
COCHABAMBA ,62,COCHABAMBA,Cooperativa de Ahorro y Crédito EMPETROL Ltda.,Calle Lanza N° 548 Entre Av. Salamanca y calle Paccieri,Calle Lanza N° 548 Entre Av. Salamanca y calle Paccieri COCHABAMBA,BO,COCHABAMBA ,-66.15501379999999,-17.3861017
COCHABAMBA ,63,COCHABAMBA,Cooperativa de Ahorro y Crédito Societaria Tukuypaj Ltda.,Av. Simon Lopez S-2685 casi Cruce Taquiña,Av. Simon Lopez S-2685 casi Cruce Taquiña COCHABAMBA,BO,COCHABAMBA ,-66.1874289,-17.3543915
COCHABAMBA ,64,COCHABAMBA,Cooperativa de Ahorro y Crédito Societaria Tukuypaj Ltda.,"Av. Juan Pablo II Nª 377, Zona Seminario","Av. Juan Pablo II Nª 377, Zona Seminario COCHABAMBA",BO,COCHABAMBA ,-66.1992465,-17.3867799
COCHABAMBA ,65,COCHABAMBA,DIACONÍA FRIF - IFD,"AVENIDA REPÚBLICA, Nº 1822, ESQUINA CALLE MANURIPI, ZONA SAN CARLOS.","AVENIDA REPÚBLICA, Nº 1822, ESQUINA CALLE MANURIPI, ZONA SAN CARLOS. COCHABAMBA",BO,COCHABAMBA ,-66.15086289999999,-17.4075277
COCHABAMBA ,66,COLCAPIRHUA,Banco Unión S.A.,"Avenida Blanco Galindo s/n, a la altura del Km 9, acera sur, zona central.","Avenida Blanco Galindo s/n, a la altura del Km 9, acera sur, zona central. COLCAPIRHUA",BO,COCHABAMBA ,-66.2249355,-17.3917134
COCHABAMBA ,67,COLOMI,CIDRE IFD,"CALLE JUNÍN, ENTRE GUALBERTO OLMOS Y CALLE ABAROA - ATENDERÁ DE 7:00 A 12:00","CALLE JUNÍN, ENTRE GUALBERTO OLMOS Y CALLE ABAROA - ATENDERÁ DE 7:00 A 12:00 COLOMI",BO,COCHABAMBA ,-65.8649827,-17.3399775
COCHABAMBA ,68,ENTRE RÍOS,CIDRE IFD,"CARRETERA SANTA CRUZ KM 271, COLONIA SANTA BARBARA, ACERA NORTE - ATENDERÁ DE 7:00 A 12:00","CARRETERA SANTA CRUZ KM 271, COLONIA SANTA BARBARA, ACERA NORTE - ATENDERÁ DE 7:00 A 12:00 ENTRE RÍOS",BO,COCHABAMBA ,-64.1744425,-21.5279092
COCHABAMBA ,69,ENTRE RÍOS,CRECER IFD,Av.Panamericana S/N entre calle Bolívar y Sucre Frente al Colegio Franz Tamayo,Av.Panamericana S/N entre calle Bolívar y Sucre Frente al Colegio Franz Tamayo ENTRE RÍOS,BO,COCHABAMBA ,-65.2592128,-19.035345
COCHABAMBA ,70,INDEPENDENCIA,Cooperativa de Ahorro y Crédito Societaria San Francisco de Asís Ltda.,CALLE BOLIVAR Y CAMPERO S/N FRENTE PLAZA 6 DE AGOSTO ACERA NORTE.,CALLE BOLIVAR Y CAMPERO S/N FRENTE PLAZA 6 DE AGOSTO ACERA NORTE. INDEPENDENCIA,BO,COCHABAMBA ,-66.585365,-18.4229838
COCHABAMBA ,71,MIZQUE,Banco Unión S.A.,"Calle La Tapia s/n, zona Central.","Calle La Tapia s/n, zona Central. MIZQUE",BO,COCHABAMBA ,-65.336635,-17.9392319
COCHABAMBA ,72,MIZQUE,CIDRE IFD,PLAZA PRINCIPAL ACERA SUD S/N - ATENDERÁ DE 7:00 A 12:00,PLAZA PRINCIPAL ACERA SUD S/N - ATENDERÁ DE 7:00 A 12:00 MIZQUE,BO,COCHABAMBA ,-65.336635,-17.9392319
COCHABAMBA ,73,OMEREQUE,Cooperativa de Ahorro y Crédito Abierta Comarapa R.L.,OMEREQUE CALLE BOLIVAR S/N,OMEREQUE CALLE BOLIVAR S/N OMEREQUE,BO,COCHABAMBA ,-64.90870699999999,-18.10886
COCHABAMBA ,74,PUERTO VILLARROEL,Banco para el Fomento a Iniciativas Económicas S.A.,"Avenida Mortenzón S/N, casi esquina La Paz, zona central","Avenida Mortenzón S/N, casi esquina La Paz, zona central PUERTO VILLARROEL",BO,COCHABAMBA ,-68.11929359999999,-16.489689
COCHABAMBA ,75,PUERTO VILLARROEL,CIDRE IFD,"AV. MORTENSON S/N, URBANIZACIÓN GERMÁN ARGANDOÑA, IVIRGARZAMA - ATENDERÁ DE 7:00 A 12:00","AV. MORTENSON S/N, URBANIZACIÓN GERMÁN ARGANDOÑA, IVIRGARZAMA - ATENDERÁ DE 7:00 A 12:00 PUERTO VILLARROEL",BO,COCHABAMBA ,-64.8644455,-17.0317499
COCHABAMBA ,76,PUNATA,Banco Unión S.A.,"Calle Miguel Grau, esquina calle Ayacucho, S/N frente al Mercado Central de la Localidad de Punata.","Calle Miguel Grau, esquina calle Ayacucho, S/N frente al Mercado Central de la Localidad de Punata. PUNATA",BO,COCHABAMBA ,-65.8412017,-17.5467442
COCHABAMBA ,77,PUNATA,Sembrar Sartawi IFD,"Plaza 18 de Mayo S/N, acera oeste","Plaza 18 de Mayo S/N, acera oeste PUNATA",BO,COCHABAMBA ,-65.83638560000001,-17.545211
COCHABAMBA ,78,PUNATA,FUBODE IFD,Calle Andres Maria Torrico entre Rafael Urquidi e Ingavi s/n,Calle Andres Maria Torrico entre Rafael Urquidi e Ingavi s/n PUNATA,BO,COCHABAMBA ,-65.83692599999999,-17.5439057
COCHABAMBA ,79,QUILLACOLLO,Banco Fortaleza S.A.,"Calle Cochabamba s/n, entre Héroes del Chaco y Ballivián, Zona Central Quillacollo","Calle Cochabamba s/n, entre Héroes del Chaco y Ballivián, Zona Central Quillacollo QUILLACOLLO",BO,COCHABAMBA ,-66.2815241,-17.3943242
COCHABAMBA ,80,QUILLACOLLO,Banco para el Fomento a Iniciativas Económicas S.A.,Calle 14 de septiembre S/N - Quillacollo,Calle 14 de septiembre S/N - Quillacollo QUILLACOLLO,BO,COCHABAMBA ,-66.2747699,-17.3983409
COCHABAMBA ,81,QUILLACOLLO,Banco Prodem S.A.,CALLE COCHABAMBA No. 123,CALLE COCHABAMBA No. 123 QUILLACOLLO,BO,COCHABAMBA ,NA,NA
COCHABAMBA ,82,QUILLACOLLO,Banco Unión S.A.,"Calle Nataniel Aguirre S/N entre Calles Pacheco y Gral. Camacho , zona Santo Domingo.","Calle Nataniel Aguirre S/N entre Calles Pacheco y Gral. Camacho , zona Santo Domingo. QUILLACOLLO",BO,COCHABAMBA ,-66.27786929999999,-17.3968352
COCHABAMBA ,83,QUILLACOLLO,Banco Unión S.A.,"Avenida Blanco Galindo N° 447, zona Iquircollo.","Avenida Blanco Galindo N° 447, zona Iquircollo. QUILLACOLLO",BO,COCHABAMBA ,-66.26477369999999,-17.3920692
COCHABAMBA ,84,QUILLACOLLO,CIDRE IFD,AV. ALBINA PATIÑO Nº 220 - ATENDERÁ DE 7:00 A 12:00,AV. ALBINA PATIÑO Nº 220 - ATENDERÁ DE 7:00 A 12:00 QUILLACOLLO,BO,COCHABAMBA ,-66.2782637,-17.3939259
COCHABAMBA ,85,QUILLACOLLO,Sembrar Sartawi IFD,"Calle Carmela Serruto # 126 entre calle Waldo Ballivian y calle Suarez Miranda, Zona Central Norte","Calle Carmela Serruto # 126 entre calle Waldo Ballivian y calle Suarez Miranda, Zona Central Norte QUILLACOLLO",BO,COCHABAMBA ,NA,NA
COCHABAMBA ,86,QUILLACOLLO,FUBODE IFD,"Calle Antofagasta esquina Carmela Serruto S/N de la ciudad de Quillacollo, Provincia Quillacollo del Departamento de Cochabamba","Calle Antofagasta esquina Carmela Serruto S/N de la ciudad de Quillacollo, Provincia Quillacollo del Departamento de Cochabamba QUILLACOLLO",BO,COCHABAMBA ,-66.27801389999999,-17.3927163
COCHABAMBA ,87,QUILLACOLLO,Cooperativa de Ahorro y Crédito Abierta San Carlos Borromeo R.L.,"Av. Albina Patiño s/n, entre Av. Santa Cruz y Calle Constantino Morales","Av. Albina Patiño s/n, entre Av. Santa Cruz y Calle Constantino Morales QUILLACOLLO",BO,COCHABAMBA ,-66.2782637,-17.3939259
COCHABAMBA ,88,QUILLACOLLO,Cooperativa de Ahorro y Crédito Societaria Cooprole Ltda.,C.CARMELA SERRUTO ESQUINA AV.SANTA CRUZ,C.CARMELA SERRUTO ESQUINA AV.SANTA CRUZ QUILLACOLLO,BO,COCHABAMBA ,-66.28287499999999,-17.3930846
COCHABAMBA ,89,QUILLACOLLO,Cooperativa de Ahorro y Crédito Societaria Hospicio Ltda.,Calle Jose Ballivian s/n entre Gral. Pando y Av. Blanco Galindo Plaza Bolivar Acera Oeste,Calle Jose Ballivian s/n entre Gral. Pando y Av. Blanco Galindo Plaza Bolivar Acera Oeste QUILLACOLLO,BO,COCHABAMBA ,-66.26494319999999,-17.3925351
COCHABAMBA ,90,QUILLACOLLO,DIACONÍA FRIF - IFD,"CALLE CARMELA SERRUTO, S/N, ENTRE AVENIDA SUÁREZ MIRANDA Y LA CALLE 23 DE MARZO, ZONA CENTRAL.","CALLE CARMELA SERRUTO, S/N, ENTRE AVENIDA SUÁREZ MIRANDA Y LA CALLE 23 DE MARZO, ZONA CENTRAL. QUILLACOLLO",BO,COCHABAMBA ,-66.281098,-17.3883603
COCHABAMBA ,91,SACABA,Banco Fortaleza S.A.,"Calle Bolivar s/n esq. calle Colon, Zona Central Sacaba","Calle Bolivar s/n esq. calle Colon, Zona Central Sacaba SACABA",BO,COCHABAMBA ,-66.0404057,-17.4037042
COCHABAMBA ,92,SACABA,Banco Unión S.A.,"Avenida Barrientos esquina Monseñor Alcocer s/n, zona Laycacota.","Avenida Barrientos esquina Monseñor Alcocer s/n, zona Laycacota. SACABA",BO,COCHABAMBA ,-66.0373216,-17.3990813
COCHABAMBA ,93,SACABA,Banco Unión S.A.,Avenida Villazon s/n Km 3 de la localidad de Sacaba.,Avenida Villazon s/n Km 3 de la localidad de Sacaba. SACABA,BO,COCHABAMBA ,-66.0404057,-17.4037042
COCHABAMBA ,94,SACABA,"Cooperativa de Ahorro y Crédito Abierta ""CACEF"" R.L.","SACABA PLAZA PRINCIPAL 6 DE AGOSTO, ACERA NORTE","SACABA PLAZA PRINCIPAL 6 DE AGOSTO, ACERA NORTE SACABA",BO,COCHABAMBA ,-66.04012689999999,-17.4039279
COCHABAMBA ,95,SACABA,FUBODE IFD,Calle La Tapia s/n entre Calles Ingavi y Monseñor Roberto Nicoli,Calle La Tapia s/n entre Calles Ingavi y Monseñor Roberto Nicoli SACABA,BO,COCHABAMBA ,-66.0458967,-17.4018613
COCHABAMBA ,96,SHINAHOTA,"Cooperativa de Ahorro y Crédito Abierta ""CACEF"" R.L.","SHINAHOTA, AV. PANAMERICANA, ESQ. CALLE CALIFORNIA, ACERA SUD","SHINAHOTA, AV. PANAMERICANA, ESQ. CALLE CALIFORNIA, ACERA SUD SHINAHOTA",BO,COCHABAMBA ,-65.2411845,-16.9957843
COCHABAMBA ,97,SHINAHOTA,FUBODE IFD,Av. Panamericana s/n ( Carretera Cochabamba-Santa Cruz) Acera Norte entre Calles Bernardino Waranka y San Martin de Porres,Av. Panamericana s/n ( Carretera Cochabamba-Santa Cruz) Acera Norte entre Calles Bernardino Waranka y San Martin de Porres SHINAHOTA,BO,COCHABAMBA ,-65.2411845,-16.9957843
COCHABAMBA ,98,SIPESIPE,"Cooperativa de Ahorro y Crédito Abierta ""CACEF"" R.L.",SIPE SIPE PLAZA PRINCIPAL ACERA ESTE S/N,SIPE SIPE PLAZA PRINCIPAL ACERA ESTE S/N SIPESIPE,BO,COCHABAMBA ,-66.35740369999999,-17.4538605
COCHABAMBA ,99,TARATA,Banco Prodem S.A.,PLAZA PRINCIPAL AROMA,PLAZA PRINCIPAL AROMA TARATA,BO,COCHABAMBA ,-66.02358339999999,-17.6115368
COCHABAMBA ,100,TIQUIPAYA,Banco Unión S.A.,"Calle Cochabamba casi esquina Avenida Reducto s/n, zona central.","Calle Cochabamba casi esquina Avenida Reducto s/n, zona central. TIQUIPAYA",BO,COCHABAMBA ,-66.2213235,-17.3386143
COCHABAMBA ,101,TIQUIPAYA,Cooperativa de Ahorro y Crédito Abierta Loyola Ltda.,PLAZA 23 DE SEPTIEMBRE s/n (lado Alcaldia Municipal),PLAZA 23 DE SEPTIEMBRE s/n (lado Alcaldia Municipal) TIQUIPAYA,BO,COCHABAMBA ,-66.2158927,-17.3346125
COCHABAMBA ,102,TIRAQUE,"Cooperativa de Ahorro y Crédito Abierta ""CACEF"" R.L.",TIRAQUE PLAZA PRINCIPAL ACERA OESTE,TIRAQUE PLAZA PRINCIPAL ACERA OESTE TIRAQUE,BO,COCHABAMBA ,-65.7261814,-17.4246105
COCHABAMBA ,103,TIRAQUE,CIDRE IFD,"CALLE BOLÍVAR S/N, ENTRE CALLE AYACUCHO Y  CALLE ANICETO ARCE - ATENDERÁ DE 7:00 A 12:00","CALLE BOLÍVAR S/N, ENTRE CALLE AYACUCHO Y  CALLE ANICETO ARCE - ATENDERÁ DE 7:00 A 12:00 TIRAQUE",BO,COCHABAMBA ,-65.7371749,-17.4036217
COCHABAMBA ,104,VACAS,Cooperativa de Ahorro y Crédito Abierta San Carlos Borromeo R.L.,MERCADO CENTRAL ACERA SUD,MERCADO CENTRAL ACERA SUD VACAS,BO,COCHABAMBA ,-65.5796972,-17.5790302
COCHABAMBA ,105,VILLA TUNARI,Cooperativa de Ahorro y Crédito Abierta San Antonio R.L.,AV. INTEGRACION S/N ACERA ESTE,AV. INTEGRACION S/N ACERA ESTE VILLA TUNARI,BO,COCHABAMBA ,-65.422281,-16.972335
COCHABAMBA ,106,VILLA TUNARI,CRECER IFD,Av.Integración S/N entre C/Chuquisaca y Potosí,Av.Integración S/N entre C/Chuquisaca y Potosí VILLA TUNARI,BO,COCHABAMBA ,-65.41924949999999,-16.9727514
COCHABAMBA ,107,VINTO,Banco Unión S.A.,"Avenida Albina Patiño Km 16,esquina calle 1° de Mayo s/n,acera norte,zona Central.","Avenida Albina Patiño Km 16,esquina calle 1° de Mayo s/n,acera norte,zona Central. VINTO",BO,COCHABAMBA ,-66.31704789999999,-17.3915414
COCHABAMBA ,108,Agencia Cruce Taquiña,Banco PYME Ecofuturo S.A.,Av. Simón López N° 2189 esquina calle Alfredo Araujo - Zona Cruce Taquiña,Av. Simón López N° 2189 esquina calle Alfredo Araujo - Zona Cruce Taquiña Agencia Cruce Taquiña,BO,COCHABAMBA ,-66.1874289,-17.3543915
COCHABAMBA ,109,Agencia Quillacollo,Banco PYME Ecofuturo S.A.,Calle Pacheco N° 356 entre calles Nataniel Aguirre y 14 de Septiembre,Calle Pacheco N° 356 entre calles Nataniel Aguirre y 14 de Septiembre Agencia Quillacollo,BO,COCHABAMBA ,-66.2747699,-17.3983409
SANTA CRUZ ,1,ASCENSIÓN DE GUARAYOS,Banco Unión S.A.,"Barrio Fe y Alegría, UV 4, Manzana 17, Lote s/n","Barrio Fe y Alegría, UV 4, Manzana 17, Lote s/n ASCENSIÓN DE GUARAYOS",BO,SANTA CRUZ ,-63.18554019999999,-15.8968574
SANTA CRUZ ,2,ASCENSIÓN DE GUARAYOS,"Cooperativa de Ahorro y Crédito Abierta ""La Merced"" R.L.",AV BUSH ESQ. CONRADO URAPIRI A UNA CUDRA DE LA PLAZA PRINCIPAL,AV BUSH ESQ. CONRADO URAPIRI A UNA CUDRA DE LA PLAZA PRINCIPAL ASCENSIÓN DE GUARAYOS,BO,SANTA CRUZ ,-63.18554019999999,-15.8968574
SANTA CRUZ ,3,ASCENSIÓN DE GUARAYOS,FONDECO IFD,Av. Santa Cruz entre calles Jose Barrero y Jacobo Moirenda.,Av. Santa Cruz entre calles Jose Barrero y Jacobo Moirenda. ASCENSIÓN DE GUARAYOS,BO,SANTA CRUZ ,-63.1560853,-17.8145819
SANTA CRUZ ,4,BOYUIBE,"Cooperativa de Ahorro y Crédito Societaria ""San Francisco Solano"" RL.",Av. Rafael Pabón entre calles Héroes del Chaco y Comercio - ATENDERÁ LOS MARTES Y JUEVES DE 8:00 A 11:00,Av. Rafael Pabón entre calles Héroes del Chaco y Comercio - ATENDERÁ LOS MARTES Y JUEVES DE 8:00 A 11:00 BOYUIBE,BO,SANTA CRUZ ,-63.27982249999999,-20.4413004
SANTA CRUZ ,5,CABEZAS,"Cooperativa de Ahorro y Crédito Abierta ""Progreso"" R.L.","SANTA CRUZ, LOCALIDAD FRANCISCO MORA KM. 82 CARRETERA A CAMIRI","SANTA CRUZ, LOCALIDAD FRANCISCO MORA KM. 82 CARRETERA A CAMIRI CABEZAS",BO,SANTA CRUZ ,-63.16130519999999,-17.8007051
SANTA CRUZ ,6,CABEZAS,"Cooperativa de Ahorro y Crédito Abierta ""Progreso"" R.L.","SANTA CRUZ, LOCALIDAD DE CABEZAS AVENIDA ELOY ALPIRE KM.135 CARRET. A CAMIRI FRENTE A SENASAG","SANTA CRUZ, LOCALIDAD DE CABEZAS AVENIDA ELOY ALPIRE KM.135 CARRET. A CAMIRI FRENTE A SENASAG CABEZAS",BO,SANTA CRUZ ,-63.1560853,-17.8145819
SANTA CRUZ ,7,CAMIRI,Banco para el Fomento a Iniciativas Económicas S.A.,"Calle Oruro No. 56, entre calle Santa Cruz y avenida Bolívar -ATENDERÁ EL 03.04.20","Calle Oruro No. 56, entre calle Santa Cruz y avenida Bolívar -ATENDERÁ EL 03.04.20 CAMIRI",BO,SANTA CRUZ ,-67.0931378,-17.9716723
SANTA CRUZ ,8,CAMIRI,Banco Unión S.A.,Calle Teniente Coronel Sánchez(a media cuadra Plaza Principal),Calle Teniente Coronel Sánchez(a media cuadra Plaza Principal) CAMIRI,BO,SANTA CRUZ ,-63.5187866,-20.0389986
SANTA CRUZ ,9,CAMIRI,Cooperativa de Ahorro y Crédito Abierta San Martín de Porres Ltda.,Av. Bolívar Nº 843,Av. Bolívar Nº 843 CAMIRI,BO,SANTA CRUZ ,-63.52007219999999,-20.03745
SANTA CRUZ ,10,CAMIRI,CRECER IFD,C/Busch N°148 Esq. Comercio y Capitán Manchego,C/Busch N°148 Esq. Comercio y Capitán Manchego CAMIRI,BO,SANTA CRUZ ,-63.51950189999999,-20.0358261
SANTA CRUZ ,11,CAMIRI,FUBODE IFD,Calle  Comercio s/n entre Calle Sucre y Av. Ismael Montes acera este,Calle  Comercio s/n entre Calle Sucre y Av. Ismael Montes acera este CAMIRI,BO,SANTA CRUZ ,-63.520428,-20.0363305
SANTA CRUZ ,12,CARMEN RIVERO TORREZ,Banco Unión S.A.,Plaza Principal El Carmen Rivero Torrez  (lado antiguo mercado municipal).,Plaza Principal El Carmen Rivero Torrez  (lado antiguo mercado municipal). CARMEN RIVERO TORREZ,BO,SANTA CRUZ ,-58.624447,-18.8274753
SANTA CRUZ ,13,CHARAGUA,Banco Unión S.A.,"Calle Ignacio Warnes y Bolivar, zona 1, manzana 31 s/n, zona los Tajibos.","Calle Ignacio Warnes y Bolivar, zona 1, manzana 31 s/n, zona los Tajibos. CHARAGUA",BO,SANTA CRUZ ,-64.166667,-15.4
SANTA CRUZ ,14,COMARAPA,Banco Unión S.A.,"Calle Santa Cruz, esquina Martin Claure s/n, zona Central del Municipio de Comarapa.","Calle Santa Cruz, esquina Martin Claure s/n, zona Central del Municipio de Comarapa. COMARAPA",BO,SANTA CRUZ ,-63.1560853,-17.8145819
SANTA CRUZ ,15,COMARAPA,Cooperativa de Ahorro y Crédito Abierta Comarapa R.L.,"COMARAPA,PLAZA 11 DE JUNIO Nº 127","COMARAPA,PLAZA 11 DE JUNIO Nº 127 COMARAPA",BO,SANTA CRUZ ,-64.5296986,-17.9136386
SANTA CRUZ ,16,COMARAPA,Cooperativa de Ahorro y Crédito Abierta Comarapa R.L.,AV.SANTA CRUZ,AV.SANTA CRUZ COMARAPA,BO,SANTA CRUZ ,-64.5296061,-17.9104524
SANTA CRUZ ,17,COMARAPA,CRECER IFD,"Av. Comarapa S/N sobre la carretera antigua a Cochabamba, ubicada en la localidad de Comarapa","Av. Comarapa S/N sobre la carretera antigua a Cochabamba, ubicada en la localidad de Comarapa COMARAPA",BO,SANTA CRUZ ,-64.5296061,-17.9104524
SANTA CRUZ ,18,CONCEPCIÓN,Banco Unión S.A.,c. Roca LLado esq. Belizario Callau,c. Roca LLado esq. Belizario Callau CONCEPCIÓN,BO,SANTA CRUZ ,-62.0245671,-16.1357328
